Symbol	Ensembl Transcript ID	CDS Length
NOP16	ENST00000510123	711
HMGB4	ENST00000519684	561
OR4K13	ENST00000315693	915
FAM203B	ENST00000377406	1173
ZMAT2	ENST00000274712	600
LRRTM2	ENST00000274711	1551
PSD2	ENST00000274710	2316
IRGM	ENST00000522154	546
DIS3L2	ENST00000409307	2658
RASGRP1	ENST00000561180	2547
PDE3A	ENST00000359062	3426
KLHL6	ENST00000341319	1866
PTPLAD2	ENST00000495827	699
PLOD1	ENST00000376369	2325
RPP21	ENST00000428040	534
ZBTB34	ENST00000319119	1515
ZFX	ENST00000540034	2535
PDK2	ENST00000503176	1224
ITGA3	ENST00000007722	3201
RGS13	ENST00000391995	480
HOXC9	ENST00000508190	783
ARSJ	ENST00000315366	1800
IFNA4	ENST00000421715	570
HLA-E	ENST00000425603	1077
OVGP1	ENST00000369732	2037
GIN1	ENST00000399004	1569
LIX1	ENST00000274382	849
PPIP5K2	ENST00000358359	3732
ZBTB25	ENST00000261683	1308
SRM	ENST00000376957	909
DOCK7	ENST00000251157	6390
PADI2	ENST00000375486	1998
LPHN2	ENST00000370725	4425
XPO1	ENST00000401558	3216
SDHB	ENST00000375499	843
NLE1	ENST00000442241	1458
CUEDC2	ENST00000369937	864
EARS2	ENST00000563232	1605
CLUAP1	ENST00000341633	1299
FBXL15	ENST00000224862	903
SLC12A9	ENST00000354161	2745
PITPNM1	ENST00000534749	3735
C7orf43	ENST00000316937	1743
SOX6	ENST00000528429	2487
R3HDM1	ENST00000409606	3303
CAND1	ENST00000545606	3693
CNTROB	ENST00000380262	2778
UBE2E3	ENST00000392415	624
TCF19	ENST00000446038	1038
ANKRD34A	ENST00000323397	1491
METTL23	ENST00000341249	573
PAFAH2	ENST00000374282	1179
RPH3AL	ENST00000331302	948
FCRL6	ENST00000368106	1305
SLC25A42	ENST00000318596	957
ZNF687	ENST00000336715	3714
KIAA1586	ENST00000370733	2364
SNX27	ENST00000458013	1626
TARS2	ENST00000369064	2157
CGN	ENST00000271636	3612
SETDB1	ENST00000271640	3876
RAB4A	ENST00000366690	657
ZNF217	ENST00000371471	3147
OR10H2	ENST00000305899	948
OR52A5	ENST00000307388	951
DHX16	ENST00000458094	3126
FAM184A	ENST00000338891	3423
PPP1R13B	ENST00000202556	3273
NHLH1	ENST00000302101	402
FAT1	ENST00000441802	13767
OR5AS1	ENST00000313555	975
RNASE4	ENST00000398001	444
FMR1	ENST00000370475	1899
TEX28P2	ENST00000369941	1233
ODF3L2	ENST00000315489	870
COPG	ENST00000314797	2625
SIAH2	ENST00000312960	975
FRAS1	ENST00000264895	12039
MOG	ENST00000449096	888
KLF5	ENST00000377687	1374
COQ6	ENST00000334571	1407
C14orf102	ENST00000354366	3495
VPS54	ENST00000272322	2934
WDPCP	ENST00000272321	2241
RHOQ	ENST00000238738	618
AKAP3	ENST00000545990	2562
SH2B3	ENST00000341259	1728
LIPE	ENST00000244289	3231
ZFP3	ENST00000318833	1509
OR51E1	ENST00000396952	957
NBR1	ENST00000341165	2901
DMRTC2	ENST00000596827	1257
CCDC102A	ENST00000258214	1653
RALGAPA2	ENST00000202677	5622
OR2G6	ENST00000343414	951
DCAF8L1	ENST00000441525	1803
HAPLN2	ENST00000255039	1023
DRGX	ENST00000434016	807
FCRL2	ENST00000361516	1527
NUDT5	ENST00000378937	699
MEF2B	ENST00000410050	1128
TM6SF2	ENST00000389363	1134
CARKD	ENST00000309957	1173
C3orf70	ENST00000335012	753
ACSM2B	ENST00000329697	1734
CRYGD	ENST00000264376	525
PEX5L	ENST00000467460	1881
ITGB1BP1	ENST00000360635	603
BLVRB	ENST00000263368	621
GNAT3	ENST00000398291	1065
BBIP1	ENST00000454061	312
SLC29A1	ENST00000313248	1608
NRSN1	ENST00000378491	588
PLOD2	ENST00000282903	2277
STK32B	ENST00000282908	1245
FAM185A	ENST00000413034	1179
RAB6C	ENST00000410061	765
HPCAL4	ENST00000372844	576
BMP8B	ENST00000372827	1209
MTR	ENST00000366577	3798
SPTB	ENST00000556626	6987
SLC36A2	ENST00000335244	1452
SLC36A3	ENST00000377713	1536
EPHB4	ENST00000358173	2964
PRTN3	ENST00000234347	771
ZNF765	ENST00000396408	1572
RBM33	ENST00000401878	3513
ZNF124	ENST00000543802	1056
LSM10	ENST00000315732	372
SDR42E1	ENST00000328945	1182
ARMCX2	ENST00000330154	1899
GRIN2B	ENST00000279593	4455
CCL3L3	ENST00000378354	282
CTAGE1	ENST00000391403	2238
DEFB117	ENST00000391409	129
TSPAN14	ENST00000429989	813
C17orf51	ENST00000391411	666
CNTN3	ENST00000263665	3087
RRS1	ENST00000320270	1098
OPRD1	ENST00000234961	1119
ACACB	ENST00000338432	7377
TPD52	ENST00000537855	837
LIMK2	ENST00000340552	2061
MFSD5	ENST00000534842	1674
RNASE10	ENST00000430083	735
MAPK14	ENST00000229795	1083
EXOC3L1	ENST00000314586	2241
RAP2A	ENST00000245304	552
CLYBL	ENST00000376360	1023
TMTC4	ENST00000342624	2283
GPR18	ENST00000340807	996
SPATA4	ENST00000280191	918
KCNA7	ENST00000221444	1371
GDAP1L1	ENST00000342560	1104
GTSF1L	ENST00000373003	447
TOX2	ENST00000341197	1521
SRSF6	ENST00000244020	1035
COBLL1	ENST00000194871	3702
LIPA	ENST00000425287	1206
RBM14	ENST00000310137	2010
RNF103	ENST00000237455	2058
ACTA2	ENST00000224784	1134
KIAA1257	ENST00000265068	1230
VSIG2	ENST00000326621	984
C1orf168	ENST00000343433	2187
F8	ENST00000360256	7056
NT5C1B	ENST00000359846	1833
CA13	ENST00000321764	789
WDR69	ENST00000309931	1248
CKS2	ENST00000314355	240
UBOX5	ENST00000217173	1626
MCTP2	ENST00000357742	2637
FURIN	ENST00000268171	2385
CRIP1	ENST00000330233	234
CEBPE	ENST00000206513	846
ARRDC5	ENST00000381781	1029
SLC7A8	ENST00000316902	1608
HSPA8	ENST00000532636	1941
SPATS2	ENST00000553127	1638
ORMDL2	ENST00000243045	462
NR4A1	ENST00000545748	1959
SHANK3	ENST00000262795	5244
ZFP57	ENST00000432222	634
MTF2	ENST00000370298	1782
BARHL2	ENST00000370445	1164
SLC44A3	ENST00000271227	1962
KLHDC8B	ENST00000332780	1065
C16orf54	ENST00000329410	675
NTAN1	ENST00000287706	933
TBX1	ENST00000332710	1488
AGA	ENST00000264595	1041
C5orf60	ENST00000448248	834
VPS33B	ENST00000333371	1854
C9orf57	ENST00000377024	486
SLC25A34	ENST00000294454	915
TMEM82	ENST00000375782	1032
BCL2L12	ENST00000246785	1005
IRF3	ENST00000601291	1359
PRMT1	ENST00000454376	1116
RBM27	ENST00000265271	3183
RRAS	ENST00000246792	657
EIF3E	ENST00000220849	1338
TMEM8B	ENST00000377991	1419
DCTN3	ENST00000259632	561
CD72	ENST00000396757	1080
GRHPR	ENST00000377824	1188
C1orf129	ENST00000367759	2586
RBM4	ENST00000310092	1095
RPAP2	ENST00000370343	1839
SLCO4C1	ENST00000310954	2175
RWDD3	ENST00000370202	804
CCDC18	ENST00000370276	4526
HLA-C	ENST00000549351	1212
STK19	ENST00000431383	1107
TRIM61	ENST00000329314	630
SLC13A3	ENST00000279027	1809
CUL4B	ENST00000404115	2742
GPR153	ENST00000377893	1830
SF3A3	ENST00000373019	1506
FMO6P	ENST00000236166	1620
TFDP3	ENST00000310125	1218
EMR2	ENST00000601345	2496
ABCB1	ENST00000265724	3843
LARS2	ENST00000265537	2712
MBD4	ENST00000249910	1743
MRPS26	ENST00000380325	618
SIRPD	ENST00000381621	597
DEFB129	ENST00000246105	552
SCGBL	ENST00000601241	291
C4orf46	ENST00000379205	342
APOA2	ENST00000367990	303
TTC22	ENST00000371276	1710
FOXP2	ENST00000408937	2223
TSPYL6	ENST00000317802	1233
C22orf36	ENST00000318753	948
DMAP1	ENST00000361745	1404
MPST	ENST00000397129	954
C21orf116	ENST00000544664	210
MTRNR2L7	ENST00000544824	75
FTCD	ENST00000397748	1719
LSS	ENST00000356396	2199
C21orf56	ENST00000291672	1023
MMP17	ENST00000360564	1812
ZNF536	ENST00000355537	3903
C3orf35	ENST00000328376	513
PWP2	ENST00000291576	2760
RUSC1	ENST00000368352	2709
FDPS	ENST00000368356	1260
CBWD7	ENST00000377391	758
FAP	ENST00000188790	2283
CECR1	ENST00000399839	1536
HSPA1B	ENST00000445736	1926
PCSK1	ENST00000311106	2262
CDH5	ENST00000341529	2355
ATOH7	ENST00000373673	459
FOXS1	ENST00000375978	993
HLA-DOA	ENST00000426070	753
DOCK11	ENST00000276204	6234
IGSF1	ENST00000370903	4026
GPC3	ENST00000394299	1812
ARHGAP36	ENST00000276211	1644
CCT6B	ENST00000314144	1593
ACACA	ENST00000353139	7152
CDC42BPG	ENST00000342711	4656
CLDN20	ENST00000367165	660
RINT1	ENST00000257700	2379
FAM71F1	ENST00000315184	1035
PNPLA8	ENST00000257694	2349
C7orf68	ENST00000435296	192
FEM1A	ENST00000269856	2010
KIAA0913	ENST00000398706	5529
CD300LB	ENST00000392621	717
VAV1	ENST00000602142	2538
DCUN1D1	ENST00000292782	780
PPP1R2	ENST00000328432	618
CCHCR1	ENST00000396268	2616
CLCNKB	ENST00000375679	2064
RNF2	ENST00000367510	1011
LCN2	ENST00000372998	603
PTGES	ENST00000340607	459
FAM73B	ENST00000358369	1782
SH3GLB2	ENST00000372554	1215
C3orf55	ENST00000449199	408
LAMC1	ENST00000258341	4830
RPRD2	ENST00000369068	4386
FERD3L	ENST00000275461	501
G6PC3	ENST00000269097	1041
BTBD16	ENST00000368994	1524
VANGL1	ENST00000310260	1575
KIAA1919	ENST00000368847	1557
MAB21L3	ENST00000369500	1089
ABLIM3	ENST00000309868	2052
DDX28	ENST00000332395	1623
GBP4	ENST00000355754	1923
GALR1	ENST00000299727	1050
SLC5A9	ENST00000236495	2121
MRPL28	ENST00000397735	771
HBQ1	ENST00000199708	429
EGFL8	ENST00000443511	882
VPS52	ENST00000421357	378
TMEM86A	ENST00000280734	723
UEVLD	ENST00000396197	1416
HCN2	ENST00000251287	2670
POLRMT	ENST00000588649	3738
NRM	ENST00000422747	789
ABCF1	ENST00000419893	2538
TNK1	ENST00000576812	2001
HMGCL	ENST00000374490	978
GALE	ENST00000374497	1047
SPRR1A	ENST00000368762	270
NOS1	ENST00000338101	4407
GDF6	ENST00000287020	1368
UQCRB	ENST00000521036	486
SH3RF2	ENST00000359120	2190
MTERFD1	ENST00000287025	1254
LPCAT3	ENST00000261407	1464
WDR62	ENST00000401500	4572
SF3B2	ENST00000322535	2688
IL21R	ENST00000337929	1617
SYT17	ENST00000355377	1425
ST3GAL4	ENST00000356132	1020
CFHR5	ENST00000367414	1782
SCYL1	ENST00000270176	2427
TRPM2	ENST00000397932	4662
DNMT3L	ENST00000270172	1164
HAUS8	ENST00000253669	1233
EMR3	ENST00000253673	1959
TMEM50B	ENST00000420455	477
MYL12B	ENST00000237500	519
FOXO3	ENST00000343882	2022
BIRC2	ENST00000227758	1857
DGAT2L6	ENST00000333026	1014
IRAK1	ENST00000369980	2139
MSX1	ENST00000382723	912
CTSS	ENST00000368985	996
TMEM208	ENST00000304800	522
LRP1B	ENST00000389484	13800
WFDC12	ENST00000372785	336
PACRGL	ENST00000503585	747
SEC11C	ENST00000587834	579
NOXA1	ENST00000341349	1452
ERVFRD-1	ENST00000472091	1617
C1S	ENST00000406697	2067
ZNF326	ENST00000340281	1749
KCNJ14	ENST00000342291	1311
FBXL6	ENST00000331890	1620
HFM1	ENST00000370425	4308
DNM1	ENST00000372923	2595
SPTBN1	ENST00000356805	7095
AUP1	ENST00000377526	1233
OR52B6	ENST00000345043	1008
C12orf10	ENST00000267103	1131
PPP1R11	ENST00000452679	381
SECISBP2	ENST00000375807	2565
FANCA	ENST00000389301	4368
CSAD	ENST00000267085	1563
NFIL3	ENST00000375724	1389
LYG2	ENST00000409238	639
CCDC148	ENST00000409187	1803
NR4A2	ENST00000539077	1830
PTPRR	ENST00000283228	1974
SEC23B	ENST00000262544	2304
FERMT1	ENST00000217289	2034
PRODH2	ENST00000301175	1611
PTK7	ENST00000481273	3237
RRH	ENST00000317735	1014
CUL9	ENST00000252050	7554
SRF	ENST00000265354	1527
CYP4Z1	ENST00000334194	1518
CCDC84	ENST00000334418	999
OLFML2A	ENST00000373580	1959
PRR14L	ENST00000327423	6456
EPPK1	ENST00000525985	7263
KIAA0776	ENST00000369278	2385
ASNS	ENST00000394309	1686
CD2	ENST00000369478	1056
PAF1	ENST00000221265	1596
VPS41	ENST00000310301	2565
GALNT6	ENST00000543196	1869
NDUFA6	ENST00000498737	465
CHRM5	ENST00000383263	1599
SORCS2	ENST00000507866	3480
TMEM121	ENST00000392519	960
FN3KRP	ENST00000269373	930
TMEM106A	ENST00000588659	789
HNMT	ENST00000410115	879
HLA-DRA	ENST00000416883	765
MST1R	ENST00000296474	4203
FAHD1	ENST00000382666	747
ADRB1	ENST00000369295	1434
HSPA4L	ENST00000439123	2613
CAMKV	ENST00000477224	1506
MON1A	ENST00000296473	1959
C4orf29	ENST00000444616	1245
CYP2D6	ENST00000360608	1494
KDELR3	ENST00000409006	663
FATE1	ENST00000370350	552
SLC5A4	ENST00000266086	1980
TUBB	ENST00000422674	1335
ZNF385A	ENST00000338010	1161
SIGLEC11	ENST00000447370	2097
MPP3	ENST00000398393	1833
CD300LG	ENST00000317310	999
GNRH2	ENST00000245983	363
TICAM2	ENST00000408996	1215
TGM3	ENST00000381458	2082
DEFB126	ENST00000382398	336
BCAR1	ENST00000418647	2751
TNF	ENST00000412275	702
PSMD1	ENST00000308696	2862
RBP3	ENST00000224600	3744
TRDMT1	ENST00000377799	1176
CUBN	ENST00000377833	10872
TMEM176B	ENST00000492607	813
GIMAP2	ENST00000223293	1014
ATXN1	ENST00000244769	2448
NUP153	ENST00000537253	4521
RIOK1	ENST00000379834	1707
NRN1	ENST00000244766	429
SLC35B3	ENST00000379660	1206
RPP40	ENST00000380051	1092
KCNK17	ENST00000373231	999
LIPH	ENST00000296252	1356
RREB1	ENST00000379938	5229
SSR1	ENST00000474597	897
PFKFB2	ENST00000367080	1518
C4BPA	ENST00000367070	1794
HIC1	ENST00000322941	2202
TIMM22	ENST00000327158	585
SLCO1A2	ENST00000307378	2013
YWHAB	ENST00000353703	741
MTMR10	ENST00000435680	2334
UBE2V2	ENST00000518360	463
ATF5	ENST00000595125	849
ZNF354A	ENST00000335815	1818
NPPC	ENST00000409852	381
ARID3B	ENST00000346246	1683
TMEM31	ENST00000319560	507
PACS2	ENST00000458164	2715
FAM63B	ENST00000559228	1866
OR12D2	ENST00000432767	924
IVD	ENST00000487418	1281
GPR97	ENST00000333493	1650
TACO1	ENST00000258975	894
IL17RB	ENST00000288167	1509
KCNQ3	ENST00000388996	2619
OR10J5	ENST00000334857	930
LRTOMT	ENST00000435085	876
FXYD2	ENST00000292079	201
PSTK	ENST00000406217	1079
ORMDL1	ENST00000392350	462
OSGEPL1	ENST00000264151	1245
TSHZ1	ENST00000580243	3234
MAGEA9	ENST00000298974	948
C11orf75	ENST00000525141	180
KIAA1731	ENST00000411936	7809
KCNC2	ENST00000549446	1917
HTN1	ENST00000246896	174
C10orf126	ENST00000375520	519
C2	ENST00000375510	2259
ZBTB12	ENST00000375527	1380
FAM55B	ENST00000389586	1680
SPANXN5	ENST00000375511	219
TAP1	ENST00000383235	2427
HLA-DOA	ENST00000383226	753
HLA-DPA1	ENST00000383224	783
COL11A2	ENST00000549836	5211
TAP2	ENST00000383239	2061
PSMB8	ENST00000383236	831
DHX33	ENST00000225296	2124
MEOX1	ENST00000318579	765
THSD7A	ENST00000423059	4974
MCART1	ENST00000377716	894
TWIST1	ENST00000242261	609
SMU1	ENST00000397149	1542
NLGN1	ENST00000401917	2592
CD1B	ENST00000368168	1002
DNAH3	ENST00000261383	12351
SPATA2	ENST00000289431	1563
CD1C	ENST00000368170	1002
FAM86C	ENST00000359244	498
CD1E	ENST00000368167	1167
TAP1	ENST00000440894	2427
KBTBD7	ENST00000379483	2055
ALG5	ENST00000239891	975
HSPH1	ENST00000445273	2583
SMAD9	ENST00000399275	1404
ELF1	ENST00000239882	1860
RASA1	ENST00000274376	3144
CNN1	ENST00000252456	894
CDC16	ENST00000356221	1863
PRKCSH	ENST00000592741	1608
FAM3A	ENST00000369641	714
CACNA1S	ENST00000362061	5622
FHL3	ENST00000373016	843
MTNR1A	ENST00000307161	1053
JHDM1D	ENST00000397560	2826
RALA	ENST00000005257	621
OR2H1	ENST00000443407	951
KCTD13	ENST00000308768	990
OR5R1	ENST00000312253	975
GPR171	ENST00000309180	960
AMZ1	ENST00000312371	1497
P2RY14	ENST00000309170	1017
GPR149	ENST00000389740	2196
TRPC1	ENST00000476941	2382
RPS15A	ENST00000322989	393
RAG2	ENST00000311485	1584
TBCA	ENST00000306388	390
MAP6	ENST00000304771	2442
NEUROD2	ENST00000302584	1149
ANO1	ENST00000355303	2961
PPFIA1	ENST00000253925	3609
OR4C3	ENST00000319856	990
OR4C5	ENST00000319813	981
KIAA2018	ENST00000478658	6738
C9orf78	ENST00000372447	870
NEBL	ENST00000377122	3045
KIAA0368	ENST00000259335	6054
LTA	ENST00000426845	618
ODF2	ENST00000372796	2490
TXN	ENST00000374517	318
TOR1B	ENST00000259339	1011
PEX12	ENST00000225873	1080
AIF1	ENST00000437985	486
GNL1	ENST00000441604	1824
DOCK9	ENST00000339416	6282
SLC15A1	ENST00000376503	2127
TMED1	ENST00000214869	684
ABLIM1	ENST00000277895	2541
CLIP3	ENST00000360535	1644
ZFR2	ENST00000262961	2820
OR6X1	ENST00000327930	939
OR2A25	ENST00000408898	933
HEPN1	ENST00000408930	267
TAS2R40	ENST00000408947	972
AIF1	ENST00000454573	486
OR2A14	ENST00000408899	933
HSPA1A	ENST00000441618	1926
SFTPD	ENST00000372292	1128
DYDC2	ENST00000372198	576
USP19	ENST00000434032	4260
AGAP4	ENST00000448048	1992
CKAP2	ENST00000378037	2052
OLR1	ENST00000309539	822
VPS36	ENST00000378060	1161
DYNLT1	ENST00000367089	342
RNASEH2B	ENST00000336617	939
TIAM2	ENST00000529824	5193
LHFPL2	ENST00000515007	687
SSBP2	ENST00000320672	1086
LCT	ENST00000264162	5784
HAPLN1	ENST00000274341	1065
REPIN1	ENST00000489432	1875
TTLL3	ENST00000426895	2748
MRPL23	ENST00000397297	576
ZNF891	ENST00000537226	1635
IKBKAP	ENST00000374647	3999
GTF3C1	ENST00000356183	6330
DNAJC10	ENST00000264065	2382
IL4R	ENST00000395762	2478
C20orf43	ENST00000357348	1011
DCLK1	ENST00000360631	2223
TRPM8	ENST00000324695	3315
HES6	ENST00000272937	675
TSSK4	ENST00000339917	1017
PVR	ENST00000425690	1254
IKBKG	ENST00000369609	1464
PATE2	ENST00000358524	342
ARID5A	ENST00000357485	1785
HTR7	ENST00000336152	1440
RPP30	ENST00000413330	969
TNRC6B	ENST00000454349	5502
KIAA1328	ENST00000587139	1805
LPHN3	ENST00000506720	4743
FOXRED2	ENST00000397224	2055
EIF3D	ENST00000216190	1647
SGSM3	ENST00000248929	2250
ADRBK1	ENST00000308595	2070
PAGE2B	ENST00000374971	336
FCGR3A	ENST00000367969	873
BCL7A	ENST00000538010	696
METTL11B	ENST00000439373	852
OLFML3	ENST00000320334	1221
ERBB2IP	ENST00000506030	4260
AGMAT	ENST00000375826	1059
PCDHB2	ENST00000194155	2397
HLA-DQA2	ENST00000447735	768
MARCH2	ENST00000602117	741
HNRNPM	ENST00000325495	2193
RTEL1	ENST00000482936	4203
TXLNG	ENST00000380122	1587
KCNJ1	ENST00000392664	1176
RDBP	ENST00000549252	1164
CELF6	ENST00000569547	1446
FLI1	ENST00000429175	1359
FAM108B1	ENST00000377041	882
CCDC33	ENST00000321288	3072
IQCE	ENST00000402050	2088
ANKRD7	ENST00000357099	825
VIPR2	ENST00000402066	1740
POLR2J2	ENST00000358438	477
OR10G8	ENST00000431524	936
ZNF500	ENST00000219478	1443
CRISPLD2	ENST00000262424	1494
TSC2	ENST00000219476	5424
USP10	ENST00000570191	2409
PDGFRB	ENST00000261799	3321
CDX1	ENST00000231656	798
DIMT1L	ENST00000199320	942
ZNF525	ENST00000474037	1440
NOSTRIN	ENST00000458381	1692
SPATA18	ENST00000295213	1617
RNF14	ENST00000394520	1425
DNASE1L1	ENST00000369807	909
KLHDC5	ENST00000381271	1518
BCCIP	ENST00000368759	969
MEF2BNB-MEF2B	ENST00000354191	360
DAZAP2	ENST00000549555	624
PLGLB1	ENST00000409310	291
CCBE1	ENST00000439986	1221
SLC20A2	ENST00000342228	1959
UNC13D	ENST00000412096	3429
FSIP1	ENST00000350221	1746
ARHGAP23	ENST00000431231	4476
TCF21	ENST00000367882	540
CTGF	ENST00000367976	1050
ARG1	ENST00000356962	993
LSM14B	ENST00000279068	1158
CDH22	ENST00000372262	2487
FBN2	ENST00000508053	8739
SPINT4	ENST00000279058	300
CD40LG	ENST00000370629	786
OR4N5	ENST00000333629	927
HTATSF1	ENST00000218364	2268
SLC39A8	ENST00000394833	1383
VGLL1	ENST00000370634	777
YTHDF1	ENST00000370339	1680
SIPA1L3	ENST00000222345	5346
GRIK5	ENST00000301218	2946
ZNF574	ENST00000222339	2961
FAM75D1	ENST00000344803	4731
C16orf71	ENST00000590191	1614
PRICKLE3	ENST00000453382	1885
XRCC4	ENST00000338635	1011
HIST1H3F	ENST00000446824	411
PACSIN3	ENST00000298838	1275
DDN	ENST00000421952	2136
PSMC3	ENST00000298852	1320
RAPSN	ENST00000524487	1275
TTC7B	ENST00000357056	2583
SLC39A13	ENST00000362021	1116
STEAP4	ENST00000380079	1380
GNAI1	ENST00000351004	1065
FGL2	ENST00000248598	1320
STYXL1	ENST00000359697	942
ANGPTL5	ENST00000334289	1167
YPEL4	ENST00000524669	384
PPIB	ENST00000300026	651
FAM96A	ENST00000300030	483
LDHC	ENST00000541669	999
C16orf73	ENST00000325962	1416
DNAH1	ENST00000420323	12798
C2orf27B	ENST00000303798	630
TNFRSF4	ENST00000379236	834
MGAT4A	ENST00000264968	1608
PPP4R4	ENST00000304338	2622
TGFB3	ENST00000238682	1239
HN1L	ENST00000562684	657
DOK6	ENST00000382713	996
PROKR2	ENST00000217270	1155
PANX3	ENST00000284288	1179
CDS2	ENST00000460006	1338
TBRG1	ENST00000441174	1236
HM13	ENST00000398174	1281
SNPH	ENST00000381867	1617
SPRR2G	ENST00000368748	222
SMYD3	ENST00000388985	1287
NDUFB6	ENST00000379847	387
DYRK4	ENST00000542744	1635
AQP7	ENST00000297988	1029
ADNP	ENST00000371602	3309
IARS	ENST00000375643	3789
CSMD3	ENST00000297405	11124
KCNV1	ENST00000524391	1503
COX10	ENST00000261643	1332
OR4N4	ENST00000328795	951
MUL1	ENST00000264198	1059
WNT1	ENST00000293549	1113
IL28A	ENST00000331982	603
TK1	ENST00000588734	804
FOXI1	ENST00000306268	1137
IL15	ENST00000320650	489
NAA15	ENST00000296543	2601
TAT	ENST00000355962	1365
OR8B4	ENST00000356130	930
SRSF5	ENST00000553521	819
SLC10A1	ENST00000216540	1050
SFTA2	ENST00000429290	237
INSIG2	ENST00000245787	678
KRTAP5-9	ENST00000528743	510
ANKHD1-EIF4EBP3	ENST00000532219	7854
C3orf10	ENST00000256463	318
NEK5	ENST00000355568	2127
ZNF785	ENST00000395216	1218
SULT1A2	ENST00000335715	888
DEFB121	ENST00000376314	231
MUC21	ENST00000376296	1701
FAM132B	ENST00000546354	1065
PSORS1C1	ENST00000259881	459
STX19	ENST00000315099	885
C6orf15	ENST00000259870	978
TRAPPC6A	ENST00000006275	522
CBFA2T3	ENST00000268679	1962
SYT5	ENST00000354308	1161
TNNI3	ENST00000344887	633
INADL	ENST00000371158	5406
CFLAR	ENST00000309955	1443
CASP10	ENST00000286186	1569
BHMT2	ENST00000255192	1092
AP3B1	ENST00000255194	3285
ZBED3	ENST00000255198	705
C12orf42	ENST00000548883	1083
POTEI	ENST00000451531	3228
DPM3	ENST00000368399	369
C9orf146	ENST00000381010	177
FAM133A	ENST00000332647	747
ZNF324B	ENST00000336614	1635
NFYC	ENST00000308733	1377
KDM4A	ENST00000372396	3195
LNX1	ENST00000263925	2187
IL1F5	ENST00000346807	468
IL1F6	ENST00000259211	477
IL1F10	ENST00000341010	459
IL1F8	ENST00000259213	495
SMPD4	ENST00000409031	2601
CFC1	ENST00000259216	672
DEK	ENST00000397239	1128
LRRTM1	ENST00000417012	1569
MEMO1	ENST00000379383	903
HOXD11	ENST00000249504	1017
HOXD10	ENST00000249501	1023
HOXD13	ENST00000392539	1032
ZNF195	ENST00000399602	1890
PRAMEF15	ENST00000332913	1437
ST3GAL2	ENST00000393640	1053
LRFN4	ENST00000309602	1908
APOBEC4	ENST00000308641	1104
BET3L	ENST00000368602	546
TTPA	ENST00000260116	837
GGH	ENST00000260118	957
EFCAB1	ENST00000262103	636
TAF4	ENST00000252996	3258
CEP85	ENST00000252992	2289
ZNF384	ENST00000396801	1734
KHDRBS1	ENST00000327300	1332
TMEM39B	ENST00000336294	1479
C6orf47	ENST00000366431	885
AQP6	ENST00000315520	849
SPEG	ENST00000312358	9804
CARS	ENST00000380525	2496
ZCWPW2	ENST00000383768	1071
TRIM43	ENST00000272395	1341
TRIM71	ENST00000383763	2607
LSAMP	ENST00000539563	1077
EFCAB4B	ENST00000440314	2196
KCNA5	ENST00000252321	1842
GALNT8	ENST00000252318	1914
PRRG3	ENST00000370353	696
MKRN2	ENST00000170447	1251
FAM50B	ENST00000380274	978
MYLK4	ENST00000274643	1167
MRPS22	ENST00000495075	1083
MDC1	ENST00000427406	6270
MAPK4	ENST00000400384	1764
DUSP6	ENST00000279488	1146
KRTAP21-3	ENST00000444335	177
TEX101	ENST00000602198	804
ZNF141	ENST00000240499	1425
ZFP92	ENST00000338647	1251
NDUFB4	ENST00000184266	390
HDAC8	ENST00000373573	1134
OR10K2	ENST00000314902	939
RNF10	ENST00000413266	2451
CPXM1	ENST00000380605	2205
EBF4	ENST00000449079	1935
SYP	ENST00000263233	942
MAVS	ENST00000428216	1623
PLP2	ENST00000376327	459
DNASE1	ENST00000407479	849
C1orf135	ENST00000538789	1116
TRIM2	ENST00000338700	2316
FMO5	ENST00000254090	1602
WDR11	ENST00000263461	3675
PIAS3	ENST00000393045	1887
WBP2	ENST00000591399	786
ITGB4	ENST00000200181	5469
H3F3B	ENST00000587171	454
UNK	ENST00000293218	2661
SWAP70	ENST00000318950	1758
CHSY1	ENST00000254190	2409
SNRPA1	ENST00000254193	768
PPP2R5C	ENST00000422945	1668
MUTYH	ENST00000450313	1650
NASP	ENST00000402363	2373
ASPM	ENST00000367409	10434
AZU1	ENST00000233997	756
TPSAB1	ENST00000562675	879
PAIP1	ENST00000306846	1440
ATOH1	ENST00000306011	1065
PTCD2	ENST00000380639	1167
DEFB115	ENST00000400552	267
DEFB116	ENST00000400549	309
SEC14L6	ENST00000402034	1194
PSMB3	ENST00000225426	618
CWC25	ENST00000225428	1278
MLLT6	ENST00000325718	3282
